Unidades",Estado,Subsistema,Tipo de Usina,Nome do Rio,Nome da Bacia/ Estado,Região de Influência,Despacho da Usina em relação a Potência Instalada,Potência Instalada da Usina em relação ao Nominal da Bacia,Despacho da Usina em relação ao despacho da Bacia,Dados de Linha,Unnamed: 32,Unnamed: 33,Unnamed: 34,Máximo Síncronos Despacháveis,Balanço síncronos,UMX,Síncronos Despachados.1,Mq. Pativa modif + grupo,Mq. Pativa UMX UMN,Mq. Pativa,PInércia,Multiplos Grupos,Sincrono,Max Síncronos,UMN,Pmin,Pmax,Check Pmin,Numeração,Desp min,Sinc min,Nome da Barra do gerador CADASTRO,Qmin,Qmax,Carga Própria UGs (MW),"RPO
sincronizada","Const. Inércia
Equivalente",COD. CEG,COD. PEE,"CVU
(R$/MWh)",Inflexibilidade,Maior Reserva (MW),Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no PWF,,N° Circ,Nome da Barra do GERADOR,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,489.700000000001,Belo Monte,,,,,,,,,,,
1,,,,,,,,MW,%,Mvar,Vterm,MW,%,MW,%,Forçar Nº de Máq,"Despacho
Síncronos",V term,,,,,,,Tipo de Usina,,,,,,,Barra DE,Barra PARA,,,,,,,,,,,,,,,,,,,,,,Qmin,Qmax,,9776.816,352.269093,Qmin,Qmin,Qmax,Qmin,Maior Inécia (MVA.s),,,,,,,,,,,,
204,A Sales G2,5032,200,51,100,-43,48,0,0,0,0.974,0,0,,,,,,-,-,0,2,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.0189089533894299,0.0,5028,5032,1,ASALG3UHE000,-,-,2,-,,0,0,100,-,-,-,0,51,100,OK,109.0,,,ASALG3UHE000,-43,48,,0,0.0,UHE.PH.AL.001510-5.01,,,,,,,,,,,,,,,,
205,Paulo Afonso 1G1,5006,180,50,60,-9,12,0,0,0,1.02,0,0,,,,,,-,-,0,3,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.0170180580504869,0.0,5004,5006,1,PAFO1GUHE000,-,-,3,-,,0,0,60,-,-,-,0,50,60,OK,110.0,,,PAFO1GUHE000,-9,12,,0,0.0,UHE.PH.BA.002012-5.01,,,,,,,,,,,,,,,,
206,Paulo Afonso 2G1,5009,70,70,70,-39,23,0,0,0,1.02,0,0,,,,,,-,-,0,1,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.00661813368630046,0.0,6200,5009,1,PAF2G1UHE000,-,-,1,-,,0,0,70,-,-,-,0,70,70,OK,111.0,,,PAF2G1UHE000,-39,23,,0,0.0,UHE.PH.BA.027048-2.01,,,,,,,,,,,,,,,,
207,Paulo Afonso 2G2,5010,70,70,70,-39,23,0,0,0,1.02,0,0,,,,,,-,-,0,1,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.00661813368630046,0.0,6201,5010,1,PAF2G2UHE000,-,-,1,-,,0,0,70,-,-,-,0,70,70,OK,112.0,,,PAF2G2UHE000,-39,23,,0,0.0,UHE.PH.BA.027048-2.01,,,,,,,,,,,,,,,,
208,Paulo Afonso 2G3,5011,75,70,75,-39,23,0,0,0,1.02,0,0,,,,,,-,-,0,1,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.00709085752103621,0.0,5003,5011,1,PAF2G3UHE000,-,-,1,-,,0,0,75,-,-,-,0,70,75,OK,113.0,,,PAF2G3UHE000,-39,23,,0,0.0,UHE.PH.BA.027048-2.01,,,,,,,,,,,,,,,,
209,Paulo Afonso 2G4,5012,76,51,76,-67,54,0,0,0,1.02,0,0,,,,,,-,-,0,1,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.00718540228798336,0.0,6202,5012,1,PAF2G4UHE000,-,-,1,-,,0,0,76,-,-,-,0,51,76,OK,114.0,,,PAF2G4UHE000,-67,54,,0,0.0,UHE.PH.BA.027048-2.01,,,,,,,,,,,,,,,,
210,Paulo Afonso 2G5,5013,76,51,76,-67,54,0,0,0,1.02,0,0,,,,,,-,-,0,1,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.00718540228798336,0.0,5003,5013,1,PAF2G5UHE000,-,-,1,-,,0,0,76,-,-,-,0,51,76,OK,115.0,,,PAF2G5UHE000,-67,54,,0,0.0,UHE.PH.BA.027048-2.01,,,,,,,,,,,,,,,,
211,Paulo Afonso 2G6,5014,76,51,76,-67,54,0,0,0,1.02,0,0,,,,,,-,-,0,1,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.00718540228798336,0.0,5003,5014,1,PAF2G6UHE000,-,-,1,-,,0,0,76,-,-,-,0,51,76,OK,116.0,,,PAF2G6UHE000,-67,54,,0,0.0,UHE.PH.BA.027048-2.01,,,,,,,,,,,,,,,,
212,Paulo Afonso 3G1,5015,400,151,200,-144,97,0,0,0,0.974,0,0,,,,,,-,-,0,2,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.0378179067788598,0.0,5003,5015,1,PAF3G1UHE000,-,-,2,-,,0,0,200,-,-,-,0,151,200,OK,117.0,,,PAF3G1UHE000,-144,97,,0,0.0,UHE.PH.BA.027049-0.01,,,,,,,,,,,,,,,,
213,Paulo Afonso 3G2,5016,400,151,200,-144,97,0,0,0,1,0,0,,,,,,-,-,0,2,BA,NE,Fio d´Agua,Rio São Francisco,Rio São Francisco,Sistema de 230kV do Nordeste,0.0,0.0378179067788598,0.0,5004,5016,1,PAF3G2UHE000,-,-,2,-,,0,0,200,-,-,-,0,151,200,OK,118.0,,,PAF3G2UHE000,-144,97,,0,0.0,UHE.PH.BA.027049-0.01,,,,,,,,,,,,,,,,
214,Boa Esperança,5520,98,47.1,49,-26,26,0,0,0,0.997,0,0,,,,,,-,-,0,2,PI,NE,Reservatório,Rio Parnaíba,Rio Parnaíba,Sistema de 230kV do Nordeste,0.0,0.435555555555556,0.0,44095,5520,1,UBE1--UHE000,-,-,2,-,,0,0,49,-,-,-,0,47.1,49,OK,121.0,,,UBE1--UHE000,-26,26,,0,0.0,UHE.PH.PI.000267-4.01,,,,,,,,,,,,,,,,
215,Tucurui I,6420,1050,203,350,-105,105,0,0,0,0.995,0,0,,,,,,2,2,0,3,PA,N,Reservatório,Rio Tocantins,Rio Tocantins,Sistema Norte,0.0,0.0812190594059406,0.0,6410,6420,1,TUCUR2UHE000,2,1,3,2,,0,0,350,-,6421,2,0,203,350,OK,130.0,,,TUCUR2UHE000,-105,105,,0,3266.9,UHE.PH.PA.002889-4.01,,,,,,,,,,,,,,,,
216,Coaracy Nunes 2,8225,30,6.88,30,-9.49,9.49,0,0,0,0.977,0,0,,,,,,-,-,0,1,AP,N,Fio d´Agua,Rio Araguari,Bacia do Amazonas,,0.0,0.00126662444585181,0.0,8272,8225,1,CNUNE2UHE000,-,-,1,-,,0,0,30,-,-,-,0,6.88,30,OK,142.0,,,CNUNE2UHE000,-9.49,9.49,,0,0.0,UHE.PH.AP.000783-8.01,,,,,,,,,,,,,,,,
217,Juruena,46543,50,7,25,-11,11,0,0,0,1.01,0,0,,,,,,-,-,0,2,MT,SE-CO,Fio d´Agua,Rio Juruena,Bacia do Amazonas,,0.0,0.00211104074308634,0.0,46543,46542,1,JURUENPCH000,-,-,2,-,,0,0,25,-,-,-,1,7,25,REDESPACHAR,155.0,,,JURUENPCH000,-11,11,,0,0.0,UHE.PH.MT.040733-0.01,,,,,,,,,,,,,,,,
218,Jacuí,1162,180,18,30,-8,13,0,0,0,0.948,0,0,,,,,,-,-,0,6,RS,S,Fio d´Agua,Rio Jacuí,Rio Jacuí,,0.0,0.132255694342395,0.0,1216,1162,1,JACUI-UHE000,-,-,6,-,,0,0,30,-,-,-,0,18,30,OK,188.0,30.0,,JACUI-UHE000,-8,13,,0,0.0,UHE.PH.RS.001217-3.01,,,,,,,,,,,,,,,,
219,Angra 1,10,657,520,657,-70,240,0,0,0,0.93,0,0,,,,,,-,-,0,1,RJ,SE-CO,Nuclear,,Rio de Janeiro,,0.0,0.0599726152441807,0.0,105,10,1,ANGRA1UNE000,-,-,1,-,,0,0,657,-,-,-,0,520,657,OK,199.0,,,ANGRA1UNE000,-70,240,,0,0.0,UTN.UR.RJ.000100-7.01,1,31.17,510,,,,,,,,,,,,,
220,Marlim Azul,44329,566,,566,-140,350,0,0,0,1.01,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.051665905979005,0.0,44330,44329,1,MAZL-GUTE000,-,-,1,-,,0,0,566,-,-,-,0,0,566,OK,200.0,,,MAZL-GUTE000,-140,350,,0,0.0,UTE.GN.RJ.032211-3.01,236,85.01,420,,,,,,,,,,,,,
221,Baixada Fluminense (gás),9627,344,106.6,172,-95,112.5,0,0,0,0.968,0,0,,,,,,-,-,0,2,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0314011866727522,0.0,9626,9627,1,BFLUMGUTE000,-,-,2,-,,0,0,172,-,-,-,0,106.6,172,OK,201.0,,,BFLUMGUTE000,-95,112.5,,0,0.0,UTE.GN.RJ.030769-6.01,211,101.21,0,,,,,,,,,,,,,
222,Baixada Fluminense (vapor),9628,186,53.3,186,-85,120,0,0,0,0.968,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0169785486079416,0.0,9626,9628,1,BFLUMVUTE000,-,-,1,-,,0,0,186,-,-,-,0,53.3,186,OK,202.0,,,BFLUMVUTE000,-85,120,,0,0.0,UTE.GN.RJ.030769-6.01,211,101.21,0,,,,,,,,,,,,,
223,Norte Fluminense (gás),3962,570,130,190,-70,120,0,0,0,1.03,0,0,,,,,,-,-,0,3,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0520310360565952,0.0,44307,3962,1,NFLU-GUTE000,-,-,3,-,,0,0,190,-,-,-,0,130,190,OK,203.0,,,NFLU-GUTE000,-70,120,,0,0.0,UTE.GN.RJ.001544-0.01,171,101.72,265,,,,,,,,,,,,,
224,Norte Fluminense (vapor),3963,291,60,291,-110,180,0,0,0,1.03,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0265632131446828,0.0,44307,3963,1,NFLU-VUTE000,-,-,1,-,,0,0,291,-,-,-,0,60,291,OK,204.0,,,NFLU-VUTE000,-110,180,,0,0.0,UTE.GN.RJ.001544-0.01,173,226.18,135,,,,,,,,,,,,,
225,Santa Cruz,32,350,60,175,-90,110,0,0,0,0.999,0,0,,,,,,-,-,0,2,RJ,SE-CO,GNL,,Rio de Janeiro,,0.0,0.0319488817891374,0.0,184,32,1,SCRU16UTE000,-,-,2,-,,0,0,175,-,-,-,0,60,175,OK,205.0,,,SCRU16UTE000,-90,110,,0,0.0,UTE.GN.RJ.027243-4.01,86,156.79,0,,,,,,,,,,,,,
226,Santa Cruz (Vapor),46019,150,,150,-55,90,0,0,0,0.999,0,0,,,,,,-,-,0,1,RJ,SE-CO,GNL,,Rio de Janeiro,,0.0,0.0136923779096303,0.0,184,46019,1,SCRU31UTE000,-,-,1,-,,0,0,150,-,-,-,0,0,150,OK,206.0,,,SCRU31UTE000,-55,90,,0,0.0,UTE.GN.RJ.027243-4.01,86,156.79,0,,,,,,,,,,,,,
227,GNA II (Porto do Açu III) (gás),44327,1100,363,366.7,-123.1,185.2,0,0,0,0.966,0,0,,,,,,-,-,0,3,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.100410771337289,0.0,44328,44327,1,GNA2G-UTE000,-,-,3,-,,0,0,366.7,-,-,-,0,363,366.7,OK,207.0,,,GNA2G-UTE000,-123.1,185.2,,0,0.0,UTE.GN.RJ.038173-0.01,238,171.71,0,,,,,,,,,,,,,
228,GNA II (Porto do Açu III) (vapor),44410,572,188.9,572.4,-173.6,255.6,0,0,0,0.966,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0522136010953902,0.0,44328,44410,1,GNA2V-UTE000,-,-,1,-,,0,0,572.4,-,-,-,0,188.9,572.4,OK,208.0,,,GNA2V-UTE000,-173.6,255.6,,0,0.0,UTE.GN.RJ.038173-0.01,238,171.71,0,,,,,,,,,,,,,
229,Linhares,9026,204,8.5,8.5,-3.3,4.6,0,0,0,0.995,0,0,,,,,,-,-,0,24,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.339434276206323,0.0,9025,9026,1,LINH--UTE000,-,-,24,-,,0,0,8.5,-,-,-,0,8.5,8.5,OK,209.0,,,LINH--UTE000,-3.3,4.6,,0,0.0,UTE.GN.ES.030054-3.01,15,232.04,0,,,,,,,,,,,,,
230,GNA I (Novo Tempo) (gás),53,872,35.6,290.7,-97.6,205.5,0,0,0,0.988,0,0,,,,,,-,-,0,3,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0795983569146509,0.0,53,52,1,GNA1G-UTE000,-,-,3,-,,0,0,290.7,-,-,-,0,35.6,290.7,OK,210.0,,,GNA1G-UTE000,-97.6,205.5,,0,0.0,UTE.GN.RJ.032955-0.02,137,238.59,0,,,,,,,,,,,,,
231,GNA I (Novo Tempo) (vapor),54,477,,477.7,-241,291,0,0,0,0.988,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0435417617526244,0.0,54,52,1,GNA1V-UTE000,-,-,1,-,,0,0,477.7,-,-,-,0,0,477.7,OK,211.0,,,GNA1V-UTE000,-241,291,,0,0.0,UTE.GN.RJ.032955-0.02,137,238.59,0,,,,,,,,,,,,,
232,Termorio (Gov. Leonel Brizola),4203,120,65,120,-61,76.8,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0109539023277042,0.0,4201,4203,1,TRG11-UTE000,-,-,1,-,,0,0,120,-,-,-,0,65,120,OK,215.0,,,TRG11-UTE000,-61,76.8,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,101,,,,,,,,,,,,,
233,Termorio (Gov. Leonel Brizola),44324,120,65,120,-61,76.8,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0109539023277042,0.0,4201,44324,1,TRG12-UTE000,-,-,1,-,,0,0,120,-,-,-,0,65,120,OK,216.0,,,TRG12-UTE000,-61,76.8,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,0,,,,,,,,,,,,,
234,Termorio (Gov. Leonel Brizola),4204,184,40,184,-79,110,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0167959835691465,0.0,4201,4204,1,TRV18-UTE000,-,-,1,-,,0,0,184,-,-,-,0,40,184,OK,217.0,,,TRV18-UTE000,-79,110,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,0,,,,,,,,,,,,,
235,Termorio (Gov. Leonel Brizola),4205,120,40,120,-61,76.8,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0109539023277042,0.0,4201,4205,1,TRV28-UTE000,-,-,1,-,,0,0,120,-,-,-,0,40,120,OK,218.0,,,TRV28-UTE000,-61,76.8,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,0,,,,,,,,,,,,,
236,Termorio (Gov. Leonel Brizola),4206,120,65,120,-61,76.8,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0109539023277042,0.0,4202,4206,1,TRG21-UTE000,-,-,1,-,,0,0,120,-,-,-,0,65,120,OK,219.0,,,TRG21-UTE000,-61,76.8,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,0,,,,,,,,,,,,,
237,Termorio (Gov. Leonel Brizola),44325,120,65,120,-61,76.8,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0109539023277042,0.0,4202,44325,1,TRG22-UTE000,-,-,1,-,,0,0,120,-,-,-,0,65,120,OK,220.0,,,TRG22-UTE000,-61,76.8,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,0,,,,,,,,,,,,,
238,Termorio (Gov. Leonel Brizola),4207,120,65,120,-61,76.8,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0109539023277042,0.0,4202,4207,1,TRG31-UTE000,-,-,1,-,,0,0,120,-,-,-,0,65,120,OK,221.0,,,TRG31-UTE000,-61,76.8,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,0,,,,,,,,,,,,,
239,Termorio (Gov. Leonel Brizola),44326,120,65,120,-61,76.8,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0109539023277042,0.0,4202,44326,1,TRG32-UTE000,-,-,1,-,,0,0,120,-,-,-,0,65,120,OK,222.0,,,TRG32-UTE000,-61,76.8,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,0,,,,,,,,,,,,,
240,Termorio (Gov. Leonel Brizola),4208,120,40,120,-61,76.8,0,0,0,1,0,0,,,,,,-,-,0,1,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0109539023277042,0.0,4202,4208,1,TRV38-UTE000,-,-,1,-,,0,0,120,-,-,-,0,40,120,OK,223.0,,,TRV38-UTE000,-61,76.8,,0,0.0,UTE.GN.RJ.027888-2.01,47,405.69,0,,,,,,,,,,,,,
241,Cubatão (Euzébio Rocha) (gás),9100,160,90,160,-120,120,0,0,0,0.939,0,0,,,,,,-,-,0,1,SP,SE-CO,Gás Natural,,São Paulo,,0.0,0.164948453608247,0.0,9105,9100,1,CUBATGUTE000,-,-,1,-,,0,0,160,-,-,-,0,90,160,OK,224.0,,,CUBATGUTE000,-120,120,,0,0.0,UTE.GN.SP.028014-3.01,97,423.2,59,,,,,,,,,,,,,
242,Cubatão (Euzébio Rocha) (vapor),9101,50,35,50,-38,38,0,0,0,0.939,0,0,,,,,,-,-,0,1,SP,SE-CO,Gás Natural,,São Paulo,,0.0,0.0515463917525773,0.0,9105,9101,1,CUBATVUTE000,-,-,1,-,,0,0,50,-,-,-,0,35,50,OK,225.0,,,CUBATVUTE000,-38,38,,0,0.0,UTE.GN.SP.028014-3.01,97,423.2,27,,,,,,,,,,,,,
243,Ibirité (Aureliano Chaves) (gás),1585,164,90,164,-75,123.3,0,0,0,0.954,0,0,,,,,,-,-,0,1,MG,SE-CO,Gás Natural,,Minas Gerais,,0.0,0.491017964071856,0.0,1515,1585,1,IBIRG-UTE000,-,-,1,-,,0,0,164,-,-,-,0,90,164,OK,226.0,,,IBIR-GUTE000,-75,123.3,,0,0.0,UTE.GN.MG.001096-0.01,63,473.63,0,,,,,,,,,,,,,
244,Ibirité (Aureliano Chaves) (vapor),1586,84,50,84,-46.5,51.5,0,0,0,0.954,0,0,,,,,,-,-,0,1,MG,SE-CO,Gás Natural,,Minas Gerais,,0.0,0.251497005988024,0.0,1515,1586,1,IBIRT-UTE000,-,-,1,-,,0,0,84,-,-,-,0,50,84,OK,227.0,,,IBIRITUTE000,-46.5,51.5,,0,0.0,UTE.GN.MG.001096-0.01,63,473.63,0,,,,,,,,,,,,,
245,PCS - Karkey 013,45066,177,,,,,0,0,0,0.994,0,0,,,,,,-,-,0,9,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0161570059333638,0.0,45066,45064,1,KRK13BUTE000,-,-,9,-,,0,0,18.11,45066,-,-,0,2.38,18.11,OK,229.0,,,KRK13BUTE000,,,,0,0.0,,245,533.16,14,,,,,,,,,,,,,
246,PCS - Karkey 019,45067,54,,18.32,-6.37,13.61,0,0,0,0.994,0,0,,,,,,-,-,0,3,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.00492925604746691,0.0,45067,45064,1,KRK19AUTE000,-,-,3,-,,0,0,18.32,-,-,-,0,0,18.32,OK,230.0,,,KRK19AUTE000,-6.37,13.61,,0,0.0,,246,533.16,0,,,,,,,,,,,,,
247,PCS - Karkey 019,45068,60,,,,,0,0,0,0.994,0,0,,,,,,-,-,0,4,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.00547695116385212,0.0,45068,45064,1,KRK19BUTE000,-,-,4,-,,0,0,12.16,45068,-,-,0,0,12.16,OK,231.0,,,KRK19BUTE000,,,,0,0.0,,246,533.16,0,,,,,,,,,,,,,
248,Três Lagoas A (Luiz Carlos Prestes) (gás),4300,128,58,64,-22.7,47.4,0,0,0,0.996,0,0,,,,,,-,-,0,2,SP,SE-CO,Gás Natural,,São Paulo,,0.0,0.131958762886598,0.0,4300,4302,1,TLGA-GUTE000,-,-,2,-,,0,0,64,-,-,-,0,58,64,OK,232.0,,,TLGA-GUTE000,-22.7,47.4,,0,0.0,UTE.GN.MS.027975-7.01,68,574.68,0,,,,,,,,,,,,,
249,Três Lagoas A (Luiz Carlos Prestes) (vapor),3524,64,58,64,-17,47.4,0,0,0,0.996,0,0,,,,,,-,-,0,1,SP,SE-CO,Gás Natural,,São Paulo,,0.0,0.065979381443299,0.0,3524,4302,1,TLGA-VUTE000,-,-,1,-,,0,0,64,-,-,-,0,58,64,OK,233.0,,,TLGA-VUTE000,-17,47.4,,0,0.0,UTE.GN.MS.027975-7.01,68,574.68,0,,,,,,,,,,,,,
250,Três Lagoas B (Luiz Carlos Prestes) (gás),4301,128,58,64,-22.7,47.4,0,0,0,0.996,0,0,,,,,,-,-,0,2,SP,SE-CO,Gás Natural,,São Paulo,,0.0,0.131958762886598,0.0,4301,4303,1,TLGB-GUTE000,-,-,2,-,,0,0,64,-,-,-,0,58,64,OK,234.0,,,TLGB-GUTE000,-22.7,47.4,,0,0.0,UTE.GN.MS.027975-7.01,68,574.68,0,,,,,,,,,,,,,
251,Três Lagoas B (Luiz Carlos Prestes) (vapor),3525,64,58,64,-17,47.4,0,0,0,0.996,0,0,,,,,,-,-,0,1,SP,SE-CO,Gás Natural,,São Paulo,,0.0,0.065979381443299,0.0,3525,4303,1,TLGB-VUTE000,-,-,1,-,,0,0,64,-,-,-,0,58,64,OK,235.0,,,TLGB-VUTE000,-17,47.4,,0,0.0,UTE.GN.MS.027975-7.01,68,574.68,0,,,,,,,,,,,,,
252,PCS - Porsud I,45069,36,,18.32,-6.25,12.53,0,0,0,0.994,0,0,,,,,,-,-,0,2,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.00328617069831127,0.0,45069,45064,1,PRSD1AUTE000,-,-,2,-,,0,0,18.32,-,-,-,0,0,18.32,OK,236.0,,,PRSD1AUTE000,-6.25,12.53,,0,0.0,,249,632.43,0,,,,,,,,,,,,,
253,PCS - Porsud I,45070,36,,18.32,-6.25,12.53,0,0,0,0.994,0,0,,,,,,-,-,0,2,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.00328617069831127,0.0,45070,45064,1,PRSD1BUTE000,-,-,2,-,,0,0,18.32,-,-,-,0,0,18.32,OK,237.0,,,PRSD1BUTE000,-6.25,12.53,,0,0.0,,249,632.43,0,,,,,,,,,,,,,
254,PCS - Porsud I,45071,42,,,,,0,0,0,0.994,0,0,,,,,,-,-,0,3,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.00383386581469649,0.0,45071,45064,1,PRSD1CUTE000,-,-,3,-,,0,0,12.16,45071,-,-,0,0,12.16,OK,238.0,,,PRSD1CUTE000,,,,0,0.0,,249,632.43,0,,,,,,,,,,,,,
255,PCS - Porsud II,45072,78,,,,,0,0,0,0.994,0,0,,,,,,-,-,0,5,RJ,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.129783693843594,0.0,45072,45064,1,PRSD2-UTE000,-,-,5,-,,0,0,12.04,45072,-,-,0,0,12.04,OK,239.0,,,PRSD2-UTE000,,,,0,0.0,,250,634.94,0,,,,,,,,,,,,,
256,Juiz de Fora,4100,43,35,43.5,-21,28,0,0,0,0.981,0,0,,,,,,-,-,0,1,MG,SE-CO,Gás Natural,,Minas Gerais,,0.0,0.12874251497006,0.0,4101,4100,1,JFORA1UTE000,-,-,1,-,,0,0,43.5,-,-,-,0,35,43.5,OK,240.0,,,JFORA1UTE000,-21,28,,0,0.0,UTE.RU.MG.031206-1.01,54,667.34,0,,,,,,,,,,,,,
257,Juiz de Fora,4180,43,35,43.5,-21,28,0,0,0,1,0,0,,,,,,-,-,0,1,MG,SE-CO,Gás Natural,,Minas Gerais,,0.0,0.12874251497006,0.0,4182,4180,1,JFORA-UTE000,-,-,1,-,,0,0,43.5,-,-,-,0,35,43.5,OK,241.0,,,JFORA-UTE000,-21,28,,0,0.0,UTE.RU.MG.031206-1.01,54,667.34,0,,,,,,,,,,,,,
258,Seropédica (Barbosa Lima Sobrinho),3974,182,35,45.6,-18,26,0,0,0,1,0,0,,,,,,-,-,0,4,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0166134185303514,0.0,3974,3975,1,SEROP-UTE000,-,-,4,-,,0,0,45.6,-,-,-,0,35,45.6,OK,242.0,,,SEROP-UTE000,-18,26,,0,0.0,UTE.PE.SP.002082-6.01,62,723.55,0,,,,,,,,,,,,,
259,Seropédica (Barbosa Lima Sobrinho),44892,182,35,45.6,-18,26,0,0,0,1,0,0,,,,,,-,-,0,4,RJ,SE-CO,Gás Natural,,Rio de Janeiro,,0.0,0.0166134185303514,0.0,44892,3442,1,SEROP2UTE000,-,-,4,-,,0,0,45.6,-,-,-,0,35,45.6,OK,243.0,,,SEROP2UTE000,-18,26,,0,0.0,UTE.PE.SP.002082-6.01,62,723.55,0,,,,,,,,,,,,,
260,PCS - Linhares (LORM - expansão),45986,37,2.8,9.37,-2.64,7.52,0,0,0,1,0,0,,,,,,-,-,0,4,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0615640599001664,0.0,45986,45985,1,LORMEXUTE000,-,-,4,-,,0,0,9.37,-,-,-,0,2.8,9.37,OK,244.0,,,LORMEXUTE000,-2.64,7.52,,0,0.0,,247,750,0,,,,,,,,,,,,,
261,PCS - Povoação 1,45988,56,1.17,9.39,-2.49,7.04,0,0,0,1,0,0,,,,,,-,-,0,6,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0931780366056572,0.0,45988,45985,1,POVGR1UTE000,-,-,6,-,,0,0,9.39,-,-,-,0,1.17,9.39,OK,245.0,,,POVGR1UTE000,-2.49,7.04,,0,0.0,,251,750,0,,,,,,,,,,,,,
262,PCS - Povoação 1,45987,18,1.17,9.39,-2.49,7.04,0,0,0,1,0,0,,,,,,-,-,0,2,ES,SE-CO,Gás Natural,,Espírito Santo,,0.0,0.0299500831946755,0.0,45986,45987,1,POVGR2UTE000,-,-,2,-,,0,0,9.39,-,-,-,0,1.17,9.39,OK,246.0,,,POVGR2UTE000,-2.49,7.04,,0,0.0,,251,750,0,,,,,,,,,,,,,
